tourney_name,Date,tourney_level,Court,Surface,Round,Best of,winner_name,loser_name,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,PSW,PSL
Mutua Madrid Open,2025-04-23,Masters 1000,Outdoor,Clay,1st Round,3.0,Mayot H.,Moutet C.,6.0,3.0,4.0,2.0,,,,,,,1.0,0.0,Retired,2.5,1.53,2.52,1.58
Mutua Madrid Open,2025-04-23,Masters 1000,Outdoor,Clay,1st Round,3.0,Quinn E.,Lajovic D.,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.5,1.53,2.6,1.55
Mutua Madrid Open,2025-04-23,Masters 1000,Outdoor,Clay,1st Round,3.0,Bautista Agut R.,Munar J.,6.0,4.0,2.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,2.63,1.5,2.72,1.51
Mutua Madrid Open,2025-04-23,Masters 1000,Outdoor,Clay,1st Round,3.0,Ofner S.,Gaston H.,6.0,4.0,6.0,3.0,,,,,,,2.0,0.0,Completed,2.3,1.62,2.38,1.63
Mutua Madrid Open,2025-04-23,Masters 1000,Outdoor,Clay,1st Round,3.0,Djere L.,Fognini F.,6.0,2.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.22,4.33,1.24,4.48
Mutua Madrid Open,2025-04-23,Masters 1000,Outdoor,Clay,1st Round,3.0,Comesana F.,Martinez P.,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.91,1.91,1.89,2.0
Mutua Madrid Open,2025-04-23,Masters 1000,Outdoor,Clay,1st Round,3.0,Cerundolo J.M.,Kovacevic A.,3.0,6.0,7.0,5.0,6.0,2.0,,,,,2.0,1.0,Completed,1.57,2.38,1.64,2.39
Mutua Madrid Open,2025-04-23,Masters 1000,Outdoor,Clay,1st Round,3.0,Bublik A.,Michelsen A.,7.0,6.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.91,1.91,1.99,1.89
Mutua Madrid Open,2025-04-23,Masters 1000,Outdoor,Clay,1st Round,3.0,Monfils G.,Gojo B.,1.0,6.0,6.0,2.0,6.0,4.0,,,,,2.0,1.0,Completed,1.57,2.38,1.67,2.33
Mutua Madrid Open,2025-04-23,Masters 1000,Outdoor,Clay,1st Round,3.0,Cobolli F.,Marozsan F.,7.0,6.0,7.0,5.0,,,,,,,2.0,0.0,Completed,2.3,1.62,2.37,1.65
Mutua Madrid Open,2025-04-24,Masters 1000,Outdoor,Clay,1st Round,3.0,Muller A.,Goffin D.,6.0,3.0,3.0,6.0,1.0,0.0,,,,,1.0,1.0,Retired,1.73,2.1,1.78,2.14
Mutua Madrid Open,2025-04-24,Masters 1000,Outdoor,Clay,1st Round,3.0,Nishikori K.,Vukic A.,6.0,4.0,3.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,1.36,3.2,1.41,3.11
Mutua Madrid Open,2025-04-24,Masters 1000,Outdoor,Clay,1st Round,3.0,Dzumhur D.,Bellucci M.,4.0,6.0,6.0,4.0,6.0,2.0,,,,,2.0,1.0,Completed,1.8,2.0,1.93,1.93
Mutua Madrid Open,2025-04-24,Masters 1000,Outdoor,Clay,1st Round,3.0,Etcheverry T.,Medjedovic H.,6.0,4.0,6.0,7.0,6.0,4.0,,,,,2.0,1.0,Completed,2.38,1.57,2.25,1.71
Mutua Madrid Open,2025-04-24,Masters 1000,Outdoor,Clay,1st Round,3.0,Diallo G.,Bergs Z.,6.0,1.0,6.0,2.0,,,,,,,2.0,0.0,Completed,2.38,1.57,2.59,1.55
Mutua Madrid Open,2025-04-24,Masters 1000,Outdoor,Clay,1st Round,3.0,Sonego L.,Kecmanovic M.,6.0,4.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2.38,1.57,2.31,1.68
Mutua Madrid Open,2025-04-24,Masters 1000,Outdoor,Clay,1st Round,3.0,Darderi L.,Halys Q.,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.4,3.0,1.4,3.17
Mutua Madrid Open,2025-04-24,Masters 1000,Outdoor,Clay,1st Round,3.0,Jarry N.,Altmaier D.,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,2.2,1.67,2.28,1.69
Mutua Madrid Open,2025-04-24,Masters 1000,Outdoor,Clay,1st Round,3.0,Norrie C.,Landaluce M.,6.0,7.0,7.0,5.0,6.0,4.0,,,,,2.0,1.0,Completed,1.3,3.5,1.3,3.8
Mutua Madrid Open,2025-04-24,Masters 1000,Outdoor,Clay,1st Round,3.0,Arnaldi M.,Coric B.,4.0,6.0,6.0,4.0,7.0,5.0,,,,,2.0,1.0,Completed,1.73,2.1,1.8,2.11
Mutua Madrid Open,2025-04-24,Masters 1000,Outdoor,Clay,1st Round,3.0,Struff J.L.,Van De Zandschulp B.,7.0,5.0,2.0,6.0,4.0,1.0,,,,,1.0,1.0,Retired,2.38,1.57,2.43,1.62
Mutua Madrid Open,2025-04-24,Masters 1000,Outdoor,Clay,1st Round,3.0,Fonseca J.,Moller E.,6.0,2.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.3,3.5,1.32,3.72
Mutua Madrid Open,2025-04-24,Masters 1000,Outdoor,Clay,1st Round,3.0,Giron M.,Tien L.,6.0,1.0,1.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed,1.73,2.1,1.79,2.13
Mutua Madrid Open,2025-04-24,Masters 1000,Outdoor,Clay,1st Round,3.0,Griekspoor T.,Kopriva V.,6.0,1.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.29,3.75,1.31,3.73
Mutua Madrid Open,2025-04-24,Masters 1000,Outdoor,Clay,1st Round,3.0,Opelka R.,Hijikata R.,7.0,5.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.44,2.75,1.44,2.98
Mutua Madrid Open,2025-04-24,Masters 1000,Outdoor,Clay,1st Round,3.0,Fearnley J.,Bu Y.,6.0,3.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.8,2.0,1.83,2.07
Mutua Madrid Open,2025-04-25,Masters 1000,Outdoor,Clay,2nd Round,3.0,Bonzi B.,Hurkacz H.,6.0,4.0,7.0,5.0,,,,,,,2.0,0.0,Completed,2.75,1.44,2.88,1.48
Mutua Madrid Open,2025-04-25,Masters 1000,Outdoor,Clay,2nd Round,3.0,Cerundolo F.,Mayot H.,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.1,7.0,1.12,7.22
Mutua Madrid Open,2025-04-25,Masters 1000,Outdoor,Clay,2nd Round,3.0,Comesana F.,Fils A.,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,4.5,1.2,5.22,1.19
Mutua Madrid Open,2025-04-25,Masters 1000,Outdoor,Clay,2nd Round,3.0,Ruud C.,Rinderknech A.,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.11,6.5,1.14,6.57
Mutua Madrid Open,2025-04-25,Masters 1000,Outdoor,Clay,2nd Round,3.0,Medvedev D.,Djere L.,,,,,,,,,,,,,Walkover,1.67,2.2,1.64,2.41
Mutua Madrid Open,2025-04-25,Masters 1000,Outdoor,Clay,2nd Round,3.0,Cerundolo J.M.,Auger-Aliassime F.,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,3.75,1.29,3.78,1.32
Mutua Madrid Open,2025-04-25,Masters 1000,Outdoor,Clay,2nd Round,3.0,Bublik A.,Popyrin A.,6.0,4.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2.38,1.57,2.46,1.62
Mutua Madrid Open,2025-04-25,Masters 1000,Outdoor,Clay,2nd Round,3.0,Korda S.,Cina F.,6.0,3.0,3.0,6.0,6.0,1.0,,,,,2.0,1.0,Completed,1.14,5.5,1.16,5.76
Mutua Madrid Open,2025-04-25,Masters 1000,Outdoor,Clay,2nd Round,3.0,Mensik J.,Quinn E.,7.0,6.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.36,3.2,1.38,3.21
Mutua Madrid Open,2025-04-25,Masters 1000,Outdoor,Clay,2nd Round,3.0,Zverev A.,Bautista Agut R.,6.0,2.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.05,8.0,1.1,8.32
Mutua Madrid Open,2025-04-25,Masters 1000,Outdoor,Clay,2nd Round,3.0,Fritz T.,O Connell C.,6.0,1.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.29,3.75,1.28,4.0
Mutua Madrid Open,2025-04-25,Masters 1000,Outdoor,Clay,2nd Round,3.0,Nakashima B.,Ofner S.,6.0,3.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.67,2.2,1.67,2.35
Mutua Madrid Open,2025-04-25,Masters 1000,Outdoor,Clay,2nd Round,3.0,Shelton B.,Navone M.,4.0,6.0,7.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,1.8,2.0,1.82,2.11
Mutua Madrid Open,2025-04-25,Masters 1000,Outdoor,Clay,2nd Round,3.0,Rublev A.,Monfils G.,,,,,,,,,,,,,Walkover,1.4,3.0,1.38,3.31
Mutua Madrid Open,2025-04-25,Masters 1000,Outdoor,Clay,2nd Round,3.0,Davidovich Fokina A.,Borges N.,6.0,2.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.4,3.0,1.42,3.14
Mutua Madrid Open,2025-04-25,Masters 1000,Outdoor,Clay,2nd Round,3.0,Cobolli F.,Rune H.,6.0,2.0,0.0,0.0,,,,,,,1.0,0.0,Retired,3.0,1.4,3.24,1.4
Mutua Madrid Open,2025-04-26,Masters 1000,Outdoor,Clay,2nd Round,3.0,Shapovalov D.,Nishikori K.,6.0,1.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.73,2.1,1.81,2.12
Mutua Madrid Open,2025-04-26,Masters 1000,Outdoor,Clay,2nd Round,3.0,Musetti L.,Etcheverry T.,7.0,6.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.44,2.75,1.46,2.94
Mutua Madrid Open,2025-04-26,Masters 1000,Outdoor,Clay,2nd Round,3.0,Dzumhur D.,Baez S.,1.0,6.0,6.0,1.0,6.0,2.0,,,,,2.0,1.0,Completed,4.0,1.25,3.94,1.27
Mutua Madrid Open,2025-04-26,Masters 1000,Outdoor,Clay,2nd Round,3.0,Norrie C.,Lehecka J.,2.0,6.0,6.0,4.0,6.0,0.0,,,,,2.0,1.0,Completed,3.0,1.4,3.16,1.41
Mutua Madrid Open,2025-04-26,Masters 1000,Outdoor,Clay,2nd Round,3.0,De Minaur A.,Sonego L.,6.0,2.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.17,5.0,1.18,5.43
Mutua Madrid Open,2025-04-26,Masters 1000,Outdoor,Clay,2nd Round,3.0,Diallo G.,Majchrzak K.,7.0,5.0,4.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,2.0,1.8,2.03,1.88
Mutua Madrid Open,2025-04-26,Masters 1000,Outdoor,Clay,2nd Round,3.0,Tsitsipas S.,Struff J.L.,3.0,6.0,6.0,4.0,6.0,3.0,,,,,2.0,1.0,Completed,1.25,4.0,1.27,4.05
Mutua Madrid Open,2025-04-26,Masters 1000,Outdoor,Clay,2nd Round,3.0,Arnaldi M.,Djokovic N.,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,3.5,1.3,3.93,1.28
Mutua Madrid Open,2025-04-26,Masters 1000,Outdoor,Clay,2nd Round,3.0,Fearnley J.,Machac T.,1.0,6.0,6.0,3.0,6.0,2.0,,,,,2.0,1.0,Completed,2.75,1.44,3.2,1.39
Mutua Madrid Open,2025-04-26,Masters 1000,Outdoor,Clay,2nd Round,3.0,Dimitrov G.,Jarry N.,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.57,2.38,1.6,2.5
Mutua Madrid Open,2025-04-26,Masters 1000,Outdoor,Clay,2nd Round,3.0,Muller A.,Humbert U.,6.0,2.0,6.0,7.0,7.0,6.0,,,,,2.0,1.0,Completed,2.0,1.8,1.99,1.92
Mutua Madrid Open,2025-04-26,Masters 1000,Outdoor,Clay,2nd Round,3.0,Berrettini M.,Giron M.,6.0,7.0,7.0,6.0,6.0,1.0,,,,,2.0,1.0,Completed,1.2,4.5,1.2,5.38
Mutua Madrid Open,2025-04-26,Masters 1000,Outdoor,Clay,2nd Round,3.0,Draper J.,Griekspoor T.,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.62,2.3,1.58,2.55
Mutua Madrid Open,2025-04-26,Masters 1000,Outdoor,Clay,2nd Round,3.0,Tiafoe F.,Darderi L.,7.0,5.0,3.0,1.0,,,,,,,1.0,0.0,Retired,2.2,1.67,2.29,1.7
Mutua Madrid Open,2025-04-26,Masters 1000,Outdoor,Clay,2nd Round,3.0,Khachanov K.,Opelka R.,7.0,6.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.3,3.5,1.33,3.53
Mutua Madrid Open,2025-04-26,Masters 1000,Outdoor,Clay,2nd Round,3.0,Paul T.,Fonseca J.,7.0,6.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2.5,1.53,2.61,1.56
Mutua Madrid Open,2025-04-27,Masters 1000,Outdoor,Clay,3rd Round,3.0,Nakashima B.,Cobolli F.,7.0,5.0,6.0,3.0,,,,,,,2.0,0.0,Completed,2.38,1.57,2.57,1.57
Mutua Madrid Open,2025-04-27,Masters 1000,Outdoor,Clay,3rd Round,3.0,Bublik A.,Rublev A.,6.0,4.0,0.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,3.5,1.3,4.38,1.27
Mutua Madrid Open,2025-04-27,Masters 1000,Outdoor,Clay,3rd Round,3.0,Zverev A.,Davidovich Fokina A.,2.0,6.0,7.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed,1.33,3.4,1.33,3.7
Mutua Madrid Open,2025-04-27,Masters 1000,Outdoor,Clay,3rd Round,3.0,Medvedev D.,Cerundolo J.M.,6.0,2.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.33,3.4,1.32,3.63
Mutua Madrid Open,2025-04-27,Masters 1000,Outdoor,Clay,3rd Round,3.0,Fritz T.,Bonzi B.,4.0,6.0,7.0,5.0,0.0,0.0,,,,,1.0,1.0,Retired,1.14,5.5,1.13,6.73
Mutua Madrid Open,2025-04-27,Masters 1000,Outdoor,Clay,3rd Round,3.0,Mensik J.,Shelton B.,6.0,1.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.67,2.2,1.73,2.24
Mutua Madrid Open,2025-04-27,Masters 1000,Outdoor,Clay,3rd Round,3.0,Cerundolo F.,Comesana F.,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.25,4.0,1.25,4.27
Mutua Madrid Open,2025-04-27,Masters 1000,Outdoor,Clay,3rd Round,3.0,Ruud C.,Korda S.,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.4,3.0,1.38,3.31
Mutua Madrid Open,2025-04-28,Masters 1000,Outdoor,Clay,3rd Round,3.0,Arnaldi M.,Dzumhur D.,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.4,3.0,1.41,3.15
Mutua Madrid Open,2025-04-29,Masters 1000,Outdoor,Clay,3rd Round,3.0,De Minaur A.,Shapovalov D.,6.0,3.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.22,4.33,1.24,4.37
Mutua Madrid Open,2025-04-29,Masters 1000,Outdoor,Clay,3rd Round,3.0,Paul T.,Khachanov K.,6.0,3.0,3.0,6.0,6.0,2.0,,,,,2.0,1.0,Completed,1.67,2.2,1.78,2.17
Mutua Madrid Open,2025-04-29,Masters 1000,Outdoor,Clay,3rd Round,3.0,Tiafoe F.,Muller A.,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.62,2.3,1.71,2.28
Mutua Madrid Open,2025-04-29,Masters 1000,Outdoor,Clay,3rd Round,3.0,Diallo G.,Norrie C.,2.0,6.0,6.0,4.0,6.0,4.0,,,,,2.0,1.0,Completed,2.0,1.8,2.07,1.85
Mutua Madrid Open,2025-04-29,Masters 1000,Outdoor,Clay,3rd Round,3.0,Dimitrov G.,Fearnley J.,6.0,4.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.33,3.4,1.34,3.61
Mutua Madrid Open,2025-04-29,Masters 1000,Outdoor,Clay,3rd Round,3.0,Draper J.,Berrettini M.,7.0,6.0,,,,,,,,,1.0,0.0,Retired,1.57,2.38,1.6,2.51
Mutua Madrid Open,2025-04-29,Masters 1000,Outdoor,Clay,3rd Round,3.0,Musetti L.,Tsitsipas S.,7.0,5.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2.0,1.8,2.06,1.85
Mutua Madrid Open,2025-04-29,Masters 1000,Outdoor,Clay,4th Round,3.0,Mensik J.,Bublik A.,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.33,3.4,1.34,3.57
Mutua Madrid Open,2025-04-29,Masters 1000,Outdoor,Clay,4th Round,3.0,Cerundolo F.,Zverev A.,7.0,5.0,6.0,3.0,,,,,,,2.0,0.0,Completed,2.75,1.44,2.67,1.54
Mutua Madrid Open,2025-04-29,Masters 1000,Outdoor,Clay,4th Round,3.0,Medvedev D.,Nakashima B.,3.0,6.0,6.0,1.0,6.0,4.0,,,,,2.0,1.0,Completed,1.36,3.2,1.43,3.1
Mutua Madrid Open,2025-04-29,Masters 1000,Outdoor,Clay,4th Round,3.0,Ruud C.,Fritz T.,7.0,5.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.73,2.1,1.7,2.29
Mutua Madrid Open,2025-04-30,Masters 1000,Outdoor,Clay,4th Round,3.0,Arnaldi M.,Tiafoe F.,6.0,3.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.73,2.1,1.79,2.15
Mutua Madrid Open,2025-04-30,Masters 1000,Outdoor,Clay,4th Round,3.0,Draper J.,Paul T.,6.0,2.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.53,2.5,1.61,2.49
Mutua Madrid Open,2025-04-30,Masters 1000,Outdoor,Clay,4th Round,3.0,Diallo G.,Dimitrov G.,5.0,7.0,7.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,3.2,1.36,3.32,1.38
Mutua Madrid Open,2025-04-30,Masters 1000,Outdoor,Clay,4th Round,3.0,Musetti L.,De Minaur A.,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,2.2,1.67,2.28,1.71
Mutua Madrid Open,2025-05-01,Masters 1000,Outdoor,Clay,Quarterfinals,3.0,Ruud C.,Medvedev D.,6.0,3.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.5,2.63,1.5,2.8
Mutua Madrid Open,2025-05-01,Masters 1000,Outdoor,Clay,Quarterfinals,3.0,Cerundolo F.,Mensik J.,3.0,6.0,7.0,6.0,6.0,2.0,,,,,2.0,1.0,Completed,1.67,2.2,1.68,2.33
Mutua Madrid Open,2025-05-01,Masters 1000,Outdoor,Clay,Quarterfinals,3.0,Draper J.,Arnaldi M.,6.0,0.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.29,3.75,1.31,3.81
Mutua Madrid Open,2025-05-01,Masters 1000,Outdoor,Clay,Quarterfinals,3.0,Musetti L.,Diallo G.,6.0,4.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.2,4.5,1.22,4.91
Mutua Madrid Open,2025-05-02,Masters 1000,Outdoor,Clay,Semifinals,3.0,Ruud C.,Cerundolo F.,6.0,4.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.8,2.0,1.93,1.97
Mutua Madrid Open,2025-05-02,Masters 1000,Outdoor,Clay,Semifinals,3.0,Draper J.,Musetti L.,6.0,3.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.53,2.5,1.58,2.54
Mutua Madrid Open,2025-05-03,Masters 1000,Outdoor,Clay,The Final,3.0,Ruud C.,Draper J.,7.0,5.0,3.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,3.0,1.4,2.92,1.47
Internazionali BNL d'Italia,2025-05-07,Masters 1000,Outdoor,Clay,1st Round,3.0,Comesana F.,Altmaier D.,6.0,1.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.67,2.2,1.77,2.15
Internazionali BNL d'Italia,2025-05-07,Masters 1000,Outdoor,Clay,1st Round,3.0,Moutet C.,Hijikata R.,3.0,6.0,6.0,1.0,7.0,5.0,,,,,2.0,1.0,Completed,1.29,3.75,1.28,3.93
Internazionali BNL d'Italia,2025-05-07,Masters 1000,Outdoor,Clay,1st Round,3.0,Muller A.,Lehecka J.,2.0,6.0,6.0,3.0,7.0,6.0,,,,,2.0,1.0,Completed,2.63,1.5,2.52,1.58
Internazionali BNL d'Italia,2025-05-07,Masters 1000,Outdoor,Clay,1st Round,3.0,Thompson J.,Mpetshi G.,3.0,6.0,6.0,3.0,7.0,6.0,,,,,2.0,1.0,Completed,1.62,2.3,1.75,2.19
Internazionali BNL d'Italia,2025-05-07,Masters 1000,Outdoor,Clay,1st Round,3.0,Ugo Carabelli C.,Carreno Busta P.,6.0,2.0,1.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,2.0,1.8,1.93,1.96
Internazionali BNL d'Italia,2025-05-07,Masters 1000,Outdoor,Clay,1st Round,3.0,Taberner C.,Kovacevic A.,6.0,3.0,1.0,6.0,7.0,5.0,,,,,2.0,1.0,Completed,1.57,2.38,1.61,2.45
Internazionali BNL d'Italia,2025-05-07,Masters 1000,Outdoor,Clay,1st Round,3.0,Griekspoor T.,Kecmanovic M.,4.0,6.0,6.0,3.0,6.0,0.0,,,,,2.0,1.0,Completed,1.57,2.38,1.63,2.4
Internazionali BNL d'Italia,2025-05-07,Masters 1000,Outdoor,Clay,1st Round,3.0,Burruchaga R.,Sonego L.,6.0,2.0,6.0,3.0,,,,,,,2.0,0.0,Completed,2.5,1.53,2.45,1.61
Internazionali BNL d'Italia,2025-05-07,Masters 1000,Outdoor,Clay,1st Round,3.0,Kopriva V.,Halys Q.,6.0,4.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.5,2.63,1.54,2.63
Internazionali BNL d'Italia,2025-05-07,Masters 1000,Outdoor,Clay,1st Round,3.0,Lajovic D.,Nishioka Y.,7.0,5.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.25,4.0,1.24,4.44
Internazionali BNL d'Italia,2025-05-07,Masters 1000,Outdoor,Clay,1st Round,3.0,Norrie C.,O Connell C.,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.53,2.5,1.68,2.31
Internazionali BNL d'Italia,2025-05-07,Masters 1000,Outdoor,Clay,1st Round,3.0,Passaro F.,Tseng C.H.,6.0,0.0,2.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,2.5,1.53,2.57,1.56
Internazionali BNL d'Italia,2025-05-07,Masters 1000,Outdoor,Clay,1st Round,3.0,Virtanen O.,Medjedovic H.,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,4.33,1.22,4.15,1.27
Internazionali BNL d'Italia,2025-05-07,Masters 1000,Outdoor,Clay,1st Round,3.0,Djere L.,Etcheverry T.,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.8,2.0,1.91,1.98
Internazionali BNL d'Italia,2025-05-07,Masters 1000,Outdoor,Clay,1st Round,3.0,Gaubas V.,Dzumhur D.,7.0,6.0,2.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,1.91,1.91,1.93,1.96
Internazionali BNL d'Italia,2025-05-07,Masters 1000,Outdoor,Clay,1st Round,3.0,Darderi L.,Bu Y.,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.33,3.4,1.38,3.26
Internazionali BNL d'Italia,2025-05-08,Masters 1000,Outdoor,Clay,1st Round,3.0,De Jong J.,Shevchenko A.,6.0,2.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.57,2.38,1.62,2.43
Internazionali BNL d'Italia,2025-05-08,Masters 1000,Outdoor,Clay,1st Round,3.0,Bautista Agut R.,Arnaldi M.,6.0,4.0,6.0,3.0,,,,,,,2.0,0.0,Completed,4.0,1.25,4.56,1.24
Internazionali BNL d'Italia,2025-05-08,Masters 1000,Outdoor,Clay,1st Round,3.0,Jarry N.,Gaston H.,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.57,2.38,1.55,2.62
Internazionali BNL d'Italia,2025-05-08,Masters 1000,Outdoor,Clay,1st Round,3.0,Vukic A.,Moreno De Alboran N.,7.0,6.0,6.0,2.0,,,,,,,2.0,0.0,Completed,2.2,1.67,2.26,1.71
Internazionali BNL d'Italia,2025-05-08,Masters 1000,Outdoor,Clay,1st Round,3.0,Navone M.,Cina F.,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.2,4.5,1.19,5.32
Internazionali BNL d'Italia,2025-05-08,Masters 1000,Outdoor,Clay,1st Round,3.0,Marozsan F.,Fonseca J.,6.0,3.0,7.0,6.0,,,,,,,2.0,0.0,Completed,3.0,1.4,3.13,1.41
Internazionali BNL d'Italia,2025-05-08,Masters 1000,Outdoor,Clay,1st Round,3.0,Seyboth Wild T.,Borges N.,6.0,1.0,4.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,2.1,1.73,2.11,1.8
Internazionali BNL d'Italia,2025-05-08,Masters 1000,Outdoor,Clay,1st Round,3.0,Munar J.,Barrios M.,4.0,6.0,6.0,2.0,7.0,5.0,,,,,2.0,1.0,Completed,1.57,2.38,1.6,2.48
Internazionali BNL d'Italia,2025-05-08,Masters 1000,Outdoor,Clay,1st Round,3.0,Nardi L.,Cobolli F.,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,3.2,1.36,3.27,1.38
Internazionali BNL d'Italia,2025-05-08,Masters 1000,Outdoor,Clay,1st Round,3.0,Gigante M.,Rinderknech A.,7.0,6.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.73,2.1,1.77,2.15
Internazionali BNL d'Italia,2025-05-08,Masters 1000,Outdoor,Clay,1st Round,3.0,Giron M.,Diallo G.,3.0,6.0,6.0,3.0,6.0,4.0,,,,,2.0,1.0,Completed,2.5,1.53,2.56,1.57
Internazionali BNL d'Italia,2025-05-08,Masters 1000,Outdoor,Clay,1st Round,3.0,Bublik A.,Safiullin R.,6.0,3.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.91,1.91,1.98,1.91
Internazionali BNL d'Italia,2025-05-08,Masters 1000,Outdoor,Clay,1st Round,3.0,Ofner S.,Carballes Baena R.,6.0,3.0,0.0,0.0,,,,,,,1.0,0.0,Retired,1.67,2.2,1.7,2.24
Internazionali BNL d'Italia,2025-05-08,Masters 1000,Outdoor,Clay,1st Round,3.0,Martinez P.,Bellucci M.,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.62,2.3,1.71,2.24
Internazionali BNL d'Italia,2025-05-08,Masters 1000,Outdoor,Clay,1st Round,3.0,Fearnley J.,Fognini F.,6.0,2.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.44,2.75,1.43,3.05
Internazionali BNL d'Italia,2025-05-08,Masters 1000,Outdoor,Clay,1st Round,3.0,Tien L.,Opelka R.,6.0,4.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.91,1.91,1.92,1.97
Internazionali BNL d'Italia,2025-05-09,Masters 1000,Outdoor,Clay,2nd Round,3.0,Nakashima B.,Thompson J.,,,,,,,,,,,,,Walkover,1.4,3.0,1.39,3.28
Internazionali BNL d'Italia,2025-05-09,Masters 1000,Outdoor,Clay,2nd Round,3.0,Passaro F.,Dimitrov G.,7.0,5.0,6.0,3.0,,,,,,,2.0,0.0,Completed,4.0,1.25,4.12,1.28
